"Date","Price","Open","High","Low","Change %"
"Jun 26, 2015","6.796","6.796","6.796","6.796","0.00%"
"Jun 25, 2015","6.796","6.796","6.796","6.796","0.03%"
"Jun 24, 2015","6.794","6.794","6.794","6.794","-0.48%"
"Jun 23, 2015","6.827","6.827","6.827","6.827","-0.18%"
"Jun 22, 2015","6.839","6.839","6.839","6.839","-0.13%"
"Jun 19, 2015","6.848","6.848","6.848","6.848","0.00%"
"Jun 18, 2015","6.848","6.848","6.848","6.848","0.51%"
"Jun 17, 2015","6.813","6.813","6.813","6.813","2.10%"
"Jun 16, 2015","6.673","6.673","6.673","6.673","-0.27%"
"Jun 15, 2015","6.691","6.691","6.691","6.691","0.42%"
"Jun 12, 2015","6.663","6.663","6.663","6.663","0.15%"
"Jun 11, 2015","6.653","6.653","6.653","6.653","0.21%"
"Jun 10, 2015","6.639","6.639","6.639","6.639","1.59%"
"Jun 09, 2015","6.535","6.535","6.535","6.535","0.00%"
"Jun 08, 2015","6.535","6.535","6.535","6.535","-0.02%"
"Jun 07, 2015","6.536","6.536","6.536","6.536","0.00%"
"Jun 05, 2015","6.536","6.536","6.536","6.536","0.00%"
"Jun 04, 2015","6.536","6.536","6.536","6.536","-0.02%"
"Jun 03, 2015","6.537","6.537","6.537","6.537","-0.02%"
"Jun 02, 2015","6.538","6.538","6.538","6.538","0.00%"
"Jun 01, 2015","6.538","6.538","6.538","6.538","0.00%"
"May 30, 2015","6.538","6.538","6.538","6.538","0.00%"
"May 29, 2015","6.538","6.538","6.538","6.538","0.00%"
"May 28, 2015","6.538","6.538","6.538","6.538","0.05%"
"May 27, 2015","6.535","6.535","6.535","6.535","0.00%"
"May 26, 2015","6.535","6.535","6.535","6.535","-0.08%"
"May 25, 2015","6.540","6.540","6.540","6.540","0.02%"
"May 22, 2015","6.539","6.539","6.539","6.539","-0.03%"
"May 21, 2015","6.541","6.541","6.541","6.541","0.00%"
"May 20, 2015","6.541","6.541","6.541","6.541","0.09%"
"May 19, 2015","6.535","6.535","6.535","6.535","0.00%"
"May 18, 2015","6.535","6.535","6.535","6.535","-0.08%"
"May 15, 2015","6.540","6.540","6.540","6.540","0.00%"
"May 14, 2015","6.540","6.540","6.540","6.540","0.57%"
"May 13, 2015","6.503","6.503","6.503","6.503","0.02%"
"May 12, 2015","6.502","6.502","6.502","6.502","-0.08%"
"May 11, 2015","6.507","6.507","6.507","6.507","0.00%"
"May 08, 2015","6.507","6.507","6.507","6.507","-0.21%"
"May 07, 2015","6.521","6.521","6.521","6.521","-2.35%"
"May 06, 2015","6.678","6.678","6.678","6.678","0.00%"
"May 05, 2015","6.678","6.678","6.678","6.678","0.00%"
"May 04, 2015","6.678","6.678","6.678","6.678","2.85%"
"May 01, 2015","6.493","6.493","6.493","6.493","0.00%"
"Apr 30, 2015","6.493","6.493","6.493","6.493","0.00%"
"Apr 29, 2015","6.493","6.493","6.493","6.493","0.00%"
"Apr 28, 2015","6.493","6.493","6.493","6.493","0.00%"
"Apr 27, 2015","6.493","6.493","6.493","6.493","-2.08%"
"Apr 24, 2015","6.631","6.631","6.631","6.631","0.00%"
"Apr 23, 2015","6.631","6.631","6.631","6.631","0.00%"
"Apr 22, 2015","6.631","6.631","6.631","6.631","0.62%"
"Apr 21, 2015","6.590","6.590","6.590","6.590","0.29%"
"Apr 20, 2015","6.571","6.571","6.571","6.571","0.31%"
"Apr 17, 2015","6.551","6.551","6.551","6.551","0.02%"
"Apr 16, 2015","6.550","6.550","6.550","6.550","0.00%"
"Apr 15, 2015","6.550","6.550","6.550","6.550","-0.30%"
"Apr 14, 2015","6.570","6.570","6.570","6.570","0.31%"
"Apr 13, 2015","6.550","6.550","6.550","6.550","-0.02%"
"Apr 10, 2015","6.551","6.551","6.551","6.551","0.46%"
"Apr 09, 2015","6.521","6.521","6.521","6.521","0.31%"
"Apr 08, 2015","6.501","6.501","6.501","6.501","0.85%"
"Apr 07, 2015","6.446","6.446","6.446","6.446","0.28%"
"Apr 06, 2015","6.428","6.428","6.428","6.428","-0.40%"
"Apr 03, 2015","6.454","6.454","6.454","6.454","-0.02%"
"Apr 02, 2015","6.455","6.455","6.455","6.455","-0.62%"
"Apr 01, 2015","6.495","6.495","6.495","6.495","0.29%"
"Mar 31, 2015","6.476","6.476","6.476","6.476","-0.17%"
"Mar 30, 2015","6.487","6.487","6.487","6.487","0.06%"
"Mar 27, 2015","6.483","6.483","6.483","6.483","-0.18%"
"Mar 26, 2015","6.495","6.495","6.495","6.495","0.26%"
"Mar 25, 2015","6.478","6.478","6.478","6.478","0.47%"
"Mar 24, 2015","6.448","6.448","6.448","6.448","0.25%"
"Mar 23, 2015","6.432","6.432","6.432","6.432","-0.11%"
"Mar 20, 2015","6.439","6.439","6.439","6.439","0.30%"
"Mar 19, 2015","6.420","6.420","6.420","6.420","0.25%"
"Mar 18, 2015","6.404","6.404","6.404","6.404","0.11%"
"Mar 17, 2015","6.397","6.397","6.397","6.397","0.31%"
"Mar 16, 2015","6.377","6.377","6.377","6.377","0.24%"
"Mar 13, 2015","6.362","6.362","6.362","6.362","-0.08%"
"Mar 12, 2015","6.367","6.367","6.367","6.367","-0.20%"
"Mar 11, 2015","6.380","6.380","6.380","6.380","0.00%"
"Mar 10, 2015","6.380","6.380","6.380","6.380","-0.09%"
"Mar 09, 2015","6.386","6.386","6.386","6.386","0.39%"
"Mar 06, 2015","6.361","6.361","6.361","6.361","-0.76%"
"Mar 05, 2015","6.410","6.410","6.410","6.410","-0.17%"
"Mar 04, 2015","6.421","6.421","6.421","6.421","0.09%"
"Mar 03, 2015","6.415","6.415","6.415","6.415","0.00%"
"Mar 02, 2015","6.415","6.415","6.415","6.415","-0.28%"
"Feb 27, 2015","6.433","6.433","6.433","6.433","-0.56%"
"Feb 26, 2015","6.469","6.469","6.469","6.469","0.08%"
"Feb 25, 2015","6.464","6.464","6.464","6.464","-0.02%"
"Feb 24, 2015","6.465","6.465","6.465","6.465","-0.55%"
"Feb 23, 2015","6.501","6.501","6.501","6.501","0.00%"
"Feb 20, 2015","6.501","6.501","6.501","6.501","0.00%"
"Feb 19, 2015","6.501","6.501","6.501","6.501","0.00%"
"Feb 18, 2015","6.501","6.501","6.501","6.501","0.00%"
"Feb 17, 2015","6.501","6.501","6.501","6.501","0.00%"
"Feb 16, 2015","6.501","6.501","6.501","6.501","0.00%"
"Feb 13, 2015","6.501","6.501","6.501","6.501","-0.09%"
"Feb 12, 2015","6.507","6.507","6.507","6.507","-1.77%"
"Feb 11, 2015","6.624","6.624","6.624","6.624","0.02%"
"Feb 10, 2015","6.623","6.623","6.623","6.623","-0.48%"
"Feb 09, 2015","6.655","6.655","6.655","6.655","0.20%"
"Feb 06, 2015","6.642","6.642","6.642","6.642","-0.17%"
"Feb 05, 2015","6.653","6.653","6.653","6.653","-0.08%"
"Feb 04, 2015","6.658","6.658","6.658","6.658","-0.08%"
"Feb 03, 2015","6.663","6.663","6.663","6.663","0.50%"
"Feb 02, 2015","6.630","6.630","6.630","6.630","-0.23%"
"Feb 01, 2015","6.645","6.645","6.645","6.645","0.00%"
"Jan 30, 2015","6.645","6.645","6.645","6.645","-2.31%"
"Jan 29, 2015","6.802","6.802","6.802","6.802","-1.05%"
"Jan 28, 2015","6.874","6.874","6.874","6.874","-1.04%"
"Jan 27, 2015","6.946","6.946","6.946","6.946","-0.37%"
"Jan 26, 2015","6.972","6.972","6.972","6.972","0.11%"
"Jan 23, 2015","6.964","6.964","6.964","6.964","0.09%"
"Jan 22, 2015","6.958","6.958","6.958","6.958","0.12%"
"Jan 21, 2015","6.950","6.950","6.950","6.950","-0.10%"
"Jan 20, 2015","6.957","6.957","6.957","6.957","-0.16%"
"Jan 19, 2015","6.968","6.968","6.968","6.968","-0.10%"
"Jan 16, 2015","6.975","6.975","6.975","6.975","-1.19%"
"Jan 15, 2015","7.059","7.059","7.059","7.059","0.11%"
"Jan 14, 2015","7.051","7.051","7.051","7.051","-1.41%"
"Jan 13, 2015","7.152","7.152","7.152","7.152","0.06%"
"Jan 12, 2015","7.148","7.148","7.148","7.148","-0.10%"
"Jan 09, 2015","7.155","7.155","7.155","7.155","-0.01%"
"Jan 08, 2015","7.156","7.156","7.156","7.156","0.00%"
"Jan 07, 2015","7.156","7.156","7.156","7.156","-0.01%"
"Jan 06, 2015","7.157","7.157","7.157","7.157","0.00%"
"Jan 05, 2015","7.157","7.157","7.157","7.157","0.10%"
"Jan 02, 2015","7.150","7.150","7.150","7.150","0.00%"
"Jan 01, 2015","7.150","7.150","7.150","7.150","0.00%"
"Dec 31, 2014","7.150","7.150","7.150","7.150","-0.14%"
"Dec 30, 2014","7.160","7.160","7.160","7.160","0.00%"
"Dec 29, 2014","7.160","7.160","7.160","7.160","-0.31%"
"Dec 28, 2014","7.182","7.182","7.182","7.182","0.00%"
"Dec 26, 2014","7.182","7.182","7.182","7.182","0.00%"
"Dec 25, 2014","7.182","7.182","7.182","7.182","-0.07%"
"Dec 24, 2014","7.187","7.187","7.187","7.187","0.07%"
"Dec 23, 2014","7.182","7.182","7.182","7.182","-0.06%"
"Dec 22, 2014","7.186","7.186","7.186","7.186","-0.08%"
"Dec 19, 2014","7.192","7.192","7.192","7.192","-1.72%"
"Dec 18, 2014","7.318","7.318","7.318","7.318","3.08%"
"Dec 17, 2014","7.099","7.099","7.099","7.099","0.28%"
"Dec 16, 2014","7.079","7.079","7.079","7.079","0.74%"
"Dec 15, 2014","7.027","7.027","7.027","7.027","-0.23%"
"Dec 14, 2014","7.043","7.043","7.043","7.043","0.00%"
"Dec 12, 2014","7.043","7.043","7.043","7.043","0.34%"
"Dec 11, 2014","7.019","7.019","7.019","7.019","-0.03%"
"Dec 10, 2014","7.021","7.021","7.021","7.021","0.16%"
"Dec 09, 2014","7.010","7.010","7.010","7.010","-0.13%"
"Dec 08, 2014","7.019","7.019","7.019","7.019","0.07%"
"Dec 05, 2014","7.014","7.014","7.014","7.014","0.27%"
"Dec 04, 2014","6.995","6.995","6.995","6.995","-0.37%"
"Dec 03, 2014","7.021","7.021","7.021","7.021","0.00%"
"Dec 02, 2014","7.021","7.021","7.021","7.021","1.28%"
"Dec 01, 2014","6.932","6.932","6.932","6.932","0.57%"
"Nov 30, 2014","6.893","6.893","6.893","6.893","0.00%"
"Nov 28, 2014","6.893","6.893","6.893","6.893","-0.09%"
"Nov 27, 2014","6.899","6.899","6.899","6.899","0.12%"
"Nov 26, 2014","6.891","6.891","6.891","6.891","0.97%"
"Nov 25, 2014","6.825","6.825","6.825","6.825","-0.07%"
"Nov 24, 2014","6.830","6.830","6.830","6.830","1.05%"
"Nov 21, 2014","6.759","6.759","6.759","6.759","-1.60%"
"Nov 20, 2014","6.869","6.869","6.869","6.869","-0.72%"
"Nov 19, 2014","6.919","6.919","6.919","6.919","-0.14%"
"Nov 18, 2014","6.929","6.929","6.929","6.929","1.66%"
"Nov 17, 2014","6.816","6.816","6.816","6.816","4.60%"
"Nov 16, 2014","6.516","6.516","6.516","6.516","0.00%"
"Nov 14, 2014","6.516","6.516","6.516","6.516","0.87%"
"Nov 13, 2014","6.460","6.460","6.460","6.460","1.37%"
"Nov 12, 2014","6.373","6.373","6.373","6.373","-0.44%"
"Nov 11, 2014","6.401","6.401","6.401","6.401","0.80%"
"Nov 10, 2014","6.350","6.350","6.350","6.350","0.17%"
"Nov 07, 2014","6.339","6.339","6.339","6.339","0.00%"
"Nov 06, 2014","6.339","6.339","6.339","6.339","-0.11%"
"Nov 05, 2014","6.346","6.346","6.346","6.346","0.11%"
"Nov 04, 2014","6.339","6.339","6.339","6.339","0.59%"
"Nov 03, 2014","6.302","6.302","6.302","6.302","0.00%"
"Oct 31, 2014","6.302","6.302","6.302","6.302","-0.19%"
"Oct 30, 2014","6.314","6.314","6.314","6.314","0.33%"
"Oct 29, 2014","6.293","6.293","6.293","6.293","-0.38%"
"Oct 28, 2014","6.317","6.317","6.317","6.317","-0.08%"
"Oct 27, 2014","6.322","6.322","6.322","6.322","0.68%"
"Oct 24, 2014","6.279","6.279","6.279","6.279","0.27%"
"Oct 23, 2014","6.262","6.262","6.262","6.262","-0.27%"
"Oct 22, 2014","6.279","6.279","6.279","6.279","0.64%"
"Oct 21, 2014","6.239","6.239","6.239","6.239","1.25%"
"Oct 20, 2014","6.162","6.162","6.162","6.162","-0.19%"
"Oct 17, 2014","6.174","6.174","6.174","6.174","0.24%"
"Oct 16, 2014","6.159","6.159","6.159","6.159","0.11%"
"Oct 15, 2014","6.152","6.152","6.152","6.152","0.39%"
"Oct 14, 2014","6.128","6.128","6.128","6.128","0.76%"
"Oct 13, 2014","6.082","6.082","6.082","6.082","0.75%"
"Oct 10, 2014","6.037","6.037","6.037","6.037","0.40%"
"Oct 09, 2014","6.013","6.013","6.013","6.013","0.32%"
"Oct 08, 2014","5.994","5.994","5.994","5.994","-1.51%"
"Oct 07, 2014","6.086","6.086","6.086","6.086","-1.06%"
"Oct 06, 2014","6.151","6.151","6.151","6.151","-1.46%"
"Oct 03, 2014","6.242","6.242","6.242","6.242","-4.07%"
"Oct 02, 2014","6.507","6.507","6.507","6.507","-2.81%"
"Oct 01, 2014","6.695","6.695","6.695","6.695","0.53%"
"Sep 30, 2014","6.660","6.660","6.660","6.660","-0.75%"
"Sep 29, 2014","6.710","6.710","6.710","6.710","-0.25%"
"Sep 27, 2014","6.727","6.727","6.727","6.727","0.00%"
"Sep 26, 2014","6.727","6.727","6.727","6.727","-0.33%"
"Sep 25, 2014","6.749","6.749","6.749","6.749","-5.86%"
"Sep 24, 2014","7.169","7.169","7.169","7.169","0.00%"
"Sep 23, 2014","7.169","7.169","7.169","7.169","0.00%"
"Sep 22, 2014","7.169","7.169","7.169","7.169","-0.42%"
"Sep 19, 2014","7.199","7.199","7.199","7.199","-0.28%"
"Sep 18, 2014","7.219","7.219","7.219","7.219","0.28%"
"Sep 17, 2014","7.199","7.199","7.199","7.199","0.25%"
"Sep 16, 2014","7.181","7.181","7.181","7.181","0.04%"
"Sep 15, 2014","7.178","7.178","7.178","7.178","-1.21%"
"Sep 13, 2014","7.266","7.266","7.266","7.266","0.00%"
"Sep 12, 2014","7.266","7.266","7.266","7.266","-4.08%"
"Sep 11, 2014","7.575","7.575","7.575","7.575","-0.73%"
"Sep 10, 2014","7.631","7.631","7.631","7.631","1.09%"
"Sep 09, 2014","7.549","7.549","7.549","7.549","-3.24%"
"Sep 08, 2014","7.802","7.802","7.802","7.802","-1.56%"
"Sep 05, 2014","7.926","7.926","7.926","7.926","0.80%"
"Sep 04, 2014","7.863","7.863","7.863","7.863","-2.94%"
"Sep 03, 2014","8.101","8.101","8.101","8.101","0.81%"
"Sep 02, 2014","8.036","8.036","8.036","8.036","0.00%"
"Sep 01, 2014","8.036","8.038","8.038","8.036","-0.02%"
"Aug 31, 2014","8.038","8.038","8.038","8.038","0.00%"
"Aug 29, 2014","8.038","8.038","8.038","8.038","0.25%"
"Aug 28, 2014","8.018","8.018","8.018","8.018","2.10%"
"Aug 27, 2014","7.853","7.853","7.853","7.853","-0.18%"
"Aug 26, 2014","7.867","7.867","7.867","7.867","0.11%"
"Aug 25, 2014","7.858","7.858","7.858","7.858","-0.85%"
"Aug 22, 2014","7.925","7.925","7.925","7.925","-0.10%"
"Aug 21, 2014","7.933","7.933","7.933","7.933","-1.54%"
"Aug 20, 2014","8.057","8.057","8.057","8.057","0.84%"
"Aug 19, 2014","7.990","7.990","7.990","7.990","-0.29%"
"Aug 18, 2014","8.013","8.013","8.013","8.013","1.37%"
"Aug 15, 2014","7.905","7.905","7.905","7.905","-1.98%"
"Aug 14, 2014","8.065","8.065","8.065","8.065","0.05%"
"Aug 13, 2014","8.061","8.061","8.061","8.061","-1.87%"
"Aug 12, 2014","8.215","8.215","8.215","8.215","2.28%"
"Aug 11, 2014","8.032","8.032","8.032","8.032","-3.37%"
"Aug 10, 2014","8.312","8.312","8.312","8.312","0.00%"
"Aug 08, 2014","8.312","8.312","8.312","8.312","0.06%"
"Aug 07, 2014","8.307","8.307","8.307","8.307","-0.34%"
"Aug 06, 2014","8.335","8.335","8.335","8.335","0.49%"
"Aug 05, 2014","8.294","8.294","8.294","8.294","-0.60%"
"Aug 04, 2014","8.344","8.344","8.344","8.344","-0.44%"
"Aug 02, 2014","8.381","8.381","8.381","8.381","0.00%"
"Aug 01, 2014","8.381","8.381","8.381","8.381","-0.53%"
"Jul 31, 2014","8.426","8.426","8.426","8.426","-0.38%"
"Jul 30, 2014","8.458","8.458","8.458","8.458","-0.49%"
"Jul 29, 2014","8.500","8.500","8.500","8.500","-0.23%"
"Jul 28, 2014","8.520","8.520","8.520","8.520","0.00%"
"Jul 27, 2014","8.520","8.520","8.520","8.520","0.00%"
"Jul 25, 2014","8.520","8.520","8.520","8.520","0.12%"
"Jul 24, 2014","8.510","8.510","8.510","8.510","0.00%"
"Jul 23, 2014","8.510","8.510","8.510","8.510","-0.98%"
"Jul 22, 2014","8.594","8.594","8.594","8.594","0.00%"
"Jul 21, 2014","8.594","8.594","8.594","8.594","0.46%"
"Jul 20, 2014","8.555","8.555","8.555","8.555","0.00%"
"Jul 18, 2014","8.555","8.555","8.555","8.555","-0.26%"
"Jul 17, 2014","8.577","8.577","8.577","8.577","0.30%"
"Jul 16, 2014","8.551","8.551","8.551","8.551","0.00%"
"Jul 15, 2014","8.551","8.551","8.551","8.551","-0.02%"
"Jul 14, 2014","8.553","8.553","8.553","8.553","-0.42%"
"Jul 12, 2014","8.589","8.589","8.589","8.589","0.00%"
"Jul 11, 2014","8.589","8.589","8.589","8.589","-0.03%"
"Jul 10, 2014","8.592","8.592","8.592","8.592","0.20%"
"Jul 09, 2014","8.575","8.575","8.575","8.575","0.00%"
"Jul 08, 2014","8.575","8.575","8.575","8.575","-0.15%"
"Jul 07, 2014","8.588","8.588","8.588","8.588","-0.17%"
"Jul 04, 2014","8.603","8.603","8.603","8.603","0.30%"
"Jul 03, 2014","8.577","8.577","8.577","8.577","-0.50%"
"Jul 02, 2014","8.620","8.620","8.620","8.620","0.08%"
"Jul 01, 2014","8.613","8.613","8.613","8.613","0.42%"
"Jun 30, 2014","8.577","8.577","8.577","8.577","-0.79%"
"Jun 27, 2014","8.645","8.645","8.645","8.645","0.00%"
"Jun 26, 2014","8.645","8.645","8.645","8.645","-0.21%"
"Jun 25, 2014","8.663","8.663","8.663","8.663","0.39%"
"Jun 24, 2014","8.629","8.629","8.629","8.629","-0.01%"
"Jun 23, 2014","8.630","8.630","8.630","8.630","-0.51%"
"Jun 20, 2014","8.674","8.674","8.674","8.674","0.18%"
"Jun 19, 2014","8.658","8.658","8.658","8.658","-0.14%"
"Jun 18, 2014","8.670","8.670","8.670","8.670","0.45%"
"Jun 17, 2014","8.631","8.631","8.631","8.631","-0.12%"
"Jun 16, 2014","8.641","8.641","8.641","8.641","0.06%"
"Jun 13, 2014","8.636","8.636","8.636","8.636","-0.10%"
"Jun 12, 2014","8.645","8.645","8.645","8.645","0.10%"
"Jun 11, 2014","8.636","8.636","8.636","8.636","-0.03%"
"Jun 10, 2014","8.639","8.639","8.639","8.639","-0.20%"
"Jun 09, 2014","8.656","8.656","8.656","8.656","-0.32%"
"Jun 06, 2014","8.684","8.684","8.684","8.684","0.00%"
"Jun 05, 2014","8.684","8.684","8.684","8.684","0.72%"
"Jun 04, 2014","8.622","8.622","8.622","8.622","0.03%"
"Jun 03, 2014","8.619","8.619","8.619","8.619","-0.44%"
"Jun 02, 2014","8.657","8.657","8.657","8.657","-0.43%"
"May 30, 2014","8.694","8.694","8.694","8.694","-0.36%"
"May 29, 2014","8.725","8.725","8.725","8.725","-0.10%"
"May 28, 2014","8.734","8.734","8.734","8.734","0.32%"
"May 27, 2014","8.706","8.706","8.706","8.706","0.07%"
"May 26, 2014","8.700","8.700","8.700","8.700","-0.72%"
"May 25, 2014","8.763","8.763","8.763","8.763","0.00%"
"May 23, 2014","8.763","8.763","8.763","8.763","1.10%"
"May 22, 2014","8.668","8.668","8.668","8.668","0.05%"
"May 21, 2014","8.664","8.664","8.664","8.664","-0.15%"
"May 20, 2014","8.677","8.677","8.677","8.677","-0.07%"
"May 19, 2014","8.683","8.683","8.683","8.683","-1.05%"
"May 16, 2014","8.775","8.775","8.775","8.775","0.40%"
"May 15, 2014","8.740","8.740","8.740","8.740","0.47%"
"May 14, 2014","8.699","8.699","8.699","8.699","-0.89%"
"May 13, 2014","8.777","8.777","8.777","8.777","1.14%"
"May 12, 2014","8.678","8.678","8.678","8.678","-0.69%"
"May 09, 2014","8.738","8.738","8.738","8.738","-0.01%"
"May 08, 2014","8.739","8.739","8.739","8.739","0.15%"
"May 07, 2014","8.726","8.726","8.726","8.726","0.00%"
"May 06, 2014","8.726","8.726","8.726","8.726","-0.30%"
"May 05, 2014","8.752","8.752","8.752","8.752","3.40%"
"May 02, 2014","8.464","8.464","8.464","8.464","-0.01%"
"May 01, 2014","8.465","8.465","8.465","8.465","0.00%"
"Apr 30, 2014","8.465","8.466","8.466","8.465","-0.01%"
"Apr 29, 2014","8.466","8.466","8.466","8.466","-1.36%"
"Apr 28, 2014","8.583","8.583","8.583","8.583","1.36%"
"Apr 25, 2014","8.468","8.468","8.468","8.468","-1.28%"
"Apr 24, 2014","8.578","8.578","8.578","8.578","1.18%"
"Apr 23, 2014","8.478","8.478","8.478","8.478","0.00%"
"Apr 22, 2014","8.478","8.478","8.478","8.478","-0.38%"
"Apr 21, 2014","8.510","8.510","8.510","8.510","-0.48%"
"Apr 18, 2014","8.551","8.551","8.551","8.551","0.21%"
"Apr 17, 2014","8.533","8.533","8.533","8.533","-0.32%"
"Apr 16, 2014","8.560","8.560","8.560","8.560","0.01%"
"Apr 15, 2014","8.559","8.559","8.559","8.559","-0.71%"
"Apr 14, 2014","8.620","8.620","8.620","8.620","2.28%"
"Apr 11, 2014","8.428","8.428","8.428","8.428","-1.63%"
"Apr 10, 2014","8.568","8.568","8.568","8.568","0.59%"
"Apr 09, 2014","8.518","8.518","8.518","8.518","0.00%"
"Apr 08, 2014","8.518","8.518","8.518","8.518","0.02%"
"Apr 07, 2014","8.516","8.516","8.516","8.516","0.04%"
"Apr 04, 2014","8.513","8.513","8.513","8.513","-0.28%"
"Apr 03, 2014","8.537","8.537","8.537","8.537","0.05%"
"Apr 02, 2014","8.533","8.533","8.533","8.533","-0.88%"
"Apr 01, 2014","8.609","8.609","8.609","8.609","1.34%"
"Mar 31, 2014","8.495","8.495","8.495","8.495","-0.59%"
"Mar 28, 2014","8.545","8.545","8.545","8.545","-0.15%"
"Mar 27, 2014","8.558","8.558","8.558","8.558","0.14%"
"Mar 26, 2014","8.546","8.546","8.546","8.546","0.04%"
"Mar 25, 2014","8.543","8.543","8.543","8.543","-0.45%"
"Mar 24, 2014","8.582","8.582","8.582","8.582","0.00%"
"Mar 21, 2014","8.582","8.582","8.582","8.582","0.67%"
"Mar 20, 2014","8.525","8.525","8.525","8.525","-1.07%"
"Mar 19, 2014","8.617","8.617","8.617","8.617","0.00%"
"Mar 18, 2014","8.617","8.617","8.617","8.617","0.00%"
"Mar 17, 2014","8.617","8.617","8.617","8.617","0.01%"
"Mar 14, 2014","8.616","8.616","8.616","8.616","-0.15%"
"Mar 13, 2014","8.629","8.629","8.629","8.629","-0.45%"
"Mar 12, 2014","8.668","8.668","8.668","8.668","0.35%"
"Mar 11, 2014","8.638","8.638","8.638","8.638","0.06%"
"Mar 10, 2014","8.633","8.633","8.633","8.633","-0.33%"
"Mar 09, 2014","8.662","8.662","8.662","8.662","0.00%"
"Mar 07, 2014","8.662","8.662","8.662","8.662","-0.23%"
"Mar 06, 2014","8.682","8.682","8.682","8.682","0.66%"
"Mar 05, 2014","8.625","8.625","8.625","8.625","-0.13%"
"Mar 04, 2014","8.636","8.636","8.636","8.636","-0.14%"
"Mar 03, 2014","8.648","8.648","8.648","8.648","-0.21%"
"Feb 28, 2014","8.666","8.666","8.666","8.666","-0.34%"
"Feb 27, 2014","8.696","8.696","8.696","8.696","-0.09%"
"Feb 26, 2014","8.704","8.704","8.704","8.704","0.23%"
"Feb 25, 2014","8.684","8.684","8.684","8.684","0.03%"
"Feb 24, 2014","8.681","8.681","8.681","8.681","0.43%"
"Feb 21, 2014","8.644","8.644","8.644","8.644","-1.44%"
"Feb 20, 2014","8.770","8.770","8.770","8.770","-0.48%"
"Feb 19, 2014","8.812","8.812","8.812","8.812","0.80%"
"Feb 18, 2014","8.742","8.742","8.742","8.742","-0.31%"
"Feb 17, 2014","8.769","8.769","8.769","8.769","0.37%"
"Feb 14, 2014","8.737","8.737","8.737","8.737","-0.74%"
"Feb 13, 2014","8.802","8.802","8.802","8.802","0.09%"
"Feb 12, 2014","8.794","8.794","8.794","8.794","-0.50%"
"Feb 11, 2014","8.838","8.838","8.838","8.838","0.48%"
"Feb 10, 2014","8.796","8.796","8.796","8.796","0.01%"
"Feb 07, 2014","8.795","8.795","8.795","8.795","0.21%"
"Feb 06, 2014","8.777","8.777","8.777","8.777","-0.78%"
"Feb 05, 2014","8.846","8.846","8.846","8.846","0.00%"
"Feb 04, 2014","8.846","8.846","8.846","8.846","0.00%"
"Feb 03, 2014","8.846","8.846","8.846","8.846","0.00%"
"Jan 31, 2014","8.846","8.846","8.846","8.846","0.00%"
"Jan 30, 2014","8.846","8.846","8.846","8.846","0.00%"
"Jan 29, 2014","8.846","8.846","8.846","8.846","0.00%"
"Jan 28, 2014","8.846","8.846","8.846","8.846","0.00%"
"Jan 27, 2014","8.846","8.846","8.846","8.846","0.25%"
"Jan 24, 2014","8.824","8.824","8.824","8.824","-0.82%"
"Jan 23, 2014","8.897","8.897","8.897","8.897","0.55%"
"Jan 22, 2014","8.848","8.848","8.848","8.848","-0.08%"
"Jan 21, 2014","8.855","8.855","8.855","8.855","0.00%"
"Jan 20, 2014","8.855","8.855","8.855","8.855","-0.16%"
"Jan 17, 2014","8.869","8.869","8.869","8.869","0.38%"
"Jan 16, 2014","8.835","8.835","8.835","8.835","-0.20%"
"Jan 15, 2014","8.853","8.853","8.853","8.853","0.14%"
"Jan 14, 2014","8.841","8.841","8.841","8.841","-0.54%"
"Jan 13, 2014","8.889","8.889","8.889","8.889","-0.01%"
"Jan 10, 2014","8.890","8.890","8.890","8.890","0.15%"
"Jan 09, 2014","8.877","8.877","8.877","8.877","-0.16%"
"Jan 08, 2014","8.891","8.891","8.891","8.891","-0.26%"
"Jan 07, 2014","8.914","8.914","8.914","8.914","0.13%"
"Jan 06, 2014","8.902","8.902","8.902","8.902","0.26%"
"Jan 03, 2014","8.879","8.879","8.879","8.879","-0.16%"
"Jan 02, 2014","8.893","8.893","8.893","8.893","0.01%"
"Jan 01, 2014","8.892","8.892","8.892","8.892","-0.61%"
"Dec 31, 2013","8.947","8.947","8.947","8.947","0.00%"
"Dec 30, 2013","8.947","8.947","8.947","8.947","0.68%"
"Dec 27, 2013","8.887","8.887","8.887","8.887","0.00%"
"Dec 26, 2013","8.887","8.887","8.887","8.887","-0.37%"
"Dec 25, 2013","8.920","8.920","8.920","8.920","0.48%"
"Dec 24, 2013","8.877","8.877","8.877","8.877","-0.25%"
"Dec 23, 2013","8.899","8.899","8.899","8.899","-0.38%"
"Dec 20, 2013","8.933","8.933","8.933","8.933","-0.07%"
"Dec 19, 2013","8.939","8.939","8.939","8.939","-0.12%"
"Dec 18, 2013","8.950","8.950","8.950","8.950","-0.01%"
"Dec 17, 2013","8.951","8.951","8.951","8.951","0.53%"
"Dec 16, 2013","8.904","8.904","8.904","8.904","0.58%"
"Dec 13, 2013","8.853","8.853","8.853","8.853","-1.12%"
"Dec 12, 2013","8.953","8.953","8.953","8.953","0.16%"
"Dec 11, 2013","8.939","8.939","8.939","8.939","0.31%"
